tieu_de,gia,gia_hien_thi,gia_m2,dien_tich,huong_nha,huong_ban_cong,noi_that,phap_ly,ten_du_an,so_phong,so_wc,duong,phuong,quan,thanh_pho,latitude,longitude,khoang_cach_q1_km,ngay_dang,nguoi_ban,loai_tin,link
"Mở bán block mới KĐT Mizuki Park Nam Long, giá bán từ 4,1 tỷ/căn",4100000000,"4,1 tỷ",68.333336,60,,,,5,Mizuki Park,2,,Nguyễn Văn Linh,Xã Bình Hưng,Huyện Bình Chánh,Tp Hồ Chí Minh,10.72615,106.66785,6.56,2025-12-15,SÀN NAM LONG,s,https://www.chotot.com/129686702.htm
Căn Góc View Nội Khu - 2PN 1WC Căn Hộ 4 Hồ Bơi cực đẹp nhỉnh 1 tỷ,1450000000,"1,45 tỷ",27.884615,52,,,2.0,6,,2,1.0,Đường Quốc lộ 1,Phường Tân Tạo,Quận Bình Tân,Tp Hồ Chí Minh,10.764765,106.59056,12.06,2025-12-15,Nguyễn Thành Phước,s,https://www.chotot.com/128618283.htm
"Bán Gold View 92M2-2PN, View Sông,  sở hữu lâu dài 8Ty",8000000000,8 tỷ,86.95652,92,,,2.0,6,The Gold View,2,2.0,Bến Vân Đồn,Phường 1,Quận 4,Tp Hồ Chí Minh,10.75691,106.69159,2.3,2025-12-15,Duy Hằng,s,https://www.chotot.com/123847440.htm
"*** 1 CĂN 99M2 SUNRISE CITY CENTRAL GIÁ SẬP HẦM 7,990 TỶ CÓ HĐT.",7990000000,"7,99 tỷ",80.70707,99,,,,6,Sunrise City,2,2.0,Nguyễn Hữu Thọ,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,10.74367,106.70149,3.56,2025-12-15,Huy Đan,s,https://www.chotot.com/129435964.htm
"2 căn hộ Petroland Quận 2 - 3,6 tỷ và 1 căn 3,7 tỷ (2PN, 2WC, sổ hồng)",3600000000,"3,6 tỷ",48.648647,74,8.0,5.0,2.0,6,Chung cư Petroland Quận 2,2,2.0,Bình Trưng Đông,Phường Bình Trưng Đông (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.78224,106.77278,7.94,2025-12-15,CHỊ LOAN,s,https://www.chotot.com/129686526.htm
BÁN CĂN HỘ 65M2 C/C PROSPER PLAZA CHỈ 3.2TỶ,3200000000,"3,2 tỷ",49.23077,65,,,2.0,6,Prosper Plaza,2,2.0,Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,Tp Hồ Chí Minh,10.82954,106.61561,11.03,2025-12-15,Trọng Hoàng,s,https://www.chotot.com/129465570.htm
"Cần Bán Gấp CH Cao Cấp 3PN, Full NT, Tại KingDom 101, Q10",10500000000,"10,5 tỷ",101.94175,103,,,1.0,6,Kingdom 101,3,2.0,Tô Hiến Thành,Phường 14,Quận 10,Tp Hồ Chí Minh,10.7747,106.66218,4.18,2025-12-15,Xuân Tín,s,https://www.chotot.com/129038992.htm
"Bán Nhanh CH 2PN, Full NT, Tại The Everrich Infinity, Q5, Giá Siêu Rẻ",9000000000,9 tỷ,104.65116,86,,,1.0,6,The Everrich Infinity,2,2.0,An Dương Vương,Phường 4,Quận 5,Tp Hồ Chí Minh,10.76027,106.68074,2.75,2025-12-15,Xuân Tín,s,https://www.chotot.com/129038514.htm
"Cần Bán Gấp Căn Hộ 2 Phòng Ngủ, Full NT, Tại The Everrich Infinity, Q5",9000000000,9 tỷ,104.65116,86,,,1.0,6,The Everrich Infinity,2,2.0,An Dương Vương,Phường 4,Quận 5,Tp Hồ Chí Minh,10.76027,106.68074,2.75,2025-12-15,Xuân Tín,s,https://www.chotot.com/128838335.htm
Bán nhanh căn hộ 2PN1WC - Rainbow - Vinhomes Grand Park Q9 - Thủ Đức,2800000000,"2,8 tỷ",47.457626,59,,,,6,Vinhomes Grand Park,2,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-15,Hiếu Nguyễn,s,https://www.chotot.com/129566406.htm
Bán nhanh căn Penhouse chung cư Hoàng Anh An Tiến. sổ hồng hỗ trợ vay,11300000000,"11,3 tỷ",20.733946,545,5.0,8.0,3.0,6,Hoàng Anh Gold House (Hoàng Anh An Tiến),6,6.0,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-15,Kim Ngân,s,https://www.chotot.com/128670040.htm
"Sunrise City South 106m2, 2pn, 2wc, full nội thất, Bán: 8.5 tỷ TL",8500000000,"8,5 tỷ",80.18868,106,1.0,2.0,2.0,6,Sunrise City,2,2.0,"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Hồ Chí Minh",Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,10.74367,106.70149,3.56,2025-12-15,Minh Tâm Sunrise City,s,https://www.chotot.com/120749988.htm
"Sunrise City, Có Sổ Hồng, Full Nội Thất. Dt 97m², 2pn. Bán 8 tỷ TL",8000000000,8 tỷ,82.47423,97,1.0,2.0,2.0,6,Sunrise City,2,2.0,Nguyễn Hữu Thọ,Phường Tân Hưng,Quận 7,Tp Hồ Chí Minh,10.74367,106.70149,3.56,2025-12-15,Nguyễn Minh Tâm,s,https://www.chotot.com/126796898.htm
🏡 BÁN CĂN HỘ 8X RAINBOW 2PN -3PN HỖ TRỢ VAY,2400000000,"2,4 tỷ",37.5,64,,,3.0,5,Căn hộ 8X Rainbow (Ngọc Đông Dương),2,2.0,Bình Long,Phường Bình Hưng Hoà A,Quận Bình Tân,Tp Hồ Chí Minh,10.77861,106.62063,8.72,2025-12-15,Đức Nhân,s,https://www.chotot.com/126579133.htm
"Căn góc Chug cư Gia Phát 72m2 2 PN, tầng cao. sổ hồng sẵn",3850000000,"3,85 tỷ",53.47222,72,,,,6,Gia Phát Apartment,2,2.0,Lê Đức Thọ,Phường 17,Quận Gò Vấp,Tp Hồ Chí Minh,10.84854,106.66707,8.89,2025-12-15,Đặng Lâm,s,https://www.chotot.com/129543397.htm
"BÁN CĂN HỘ 2 PN 2 WC CC CONIC RIVERSIDE TẠ QUANG BỬU GIÁ 2,9 TỶ",2900000000,"2,9 tỷ",43.939392,66,,,,6,,2,2.0,Tạ Quang Bửu,Phường 7,Quận 8,Tp Hồ Chí Minh,10.704697,106.62104,11.72,2025-12-15,Trường Vỹ,s,https://www.chotot.com/129261114.htm
EM CHỦ NHÀ CẦN BÁN CĂN MOONLIGHT 2PN,3500000000,"3,5 tỷ",51.47059,68,,,,5,Moonlight Residences,2,,Bình Thọ,Phường Bình Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.84521,106.76623,10.56,2025-12-15,Quỳnh,s,https://www.chotot.com/129658935.htm
"🌺CHUNG CƯ 234 Phan Văn Trị,65m2 , 2pn 2wc chỉ 3ty090",3090000000,"3,09 tỷ",47.53846,65,,,3.0,6,,2,1.0,Đường Phan Văn Trị,Phường 11,Quận Bình Thạnh,Tp Hồ Chí Minh,10.814462,106.69523,4.35,2025-12-15,Nguyen Thi Kim Phung,s,https://www.chotot.com/129684269.htm
"Cần bán căn hộ CC Thái An, Nguyễn Văn Quá, Q12, giá 4tỷ5, 104m2, 2PN",4500000000,"4,5 tỷ",43.26923,104,,,2.0,6,Thái An Apartment,2,2.0,Nguyễn Văn Quá,Phường Đông Hưng Thuận,Quận 12,Tp Hồ Chí Minh,10.84294,106.63099,10.65,2025-12-15,Đoàn Như Lan,s,https://www.chotot.com/129684246.htm
Bán Nhanh Căn 1 Phòng Ngủ Mr Tín,2350000000,"2,35 tỷ",45.192307,52,,,,5,The Park Residence,1,,Nguyễn Hữu Thọ,Xã Phước Kiển,Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,8.1,2025-12-15,Anh Tín,s,https://www.chotot.com/129684103.htm
The Opus One – Giỏ hàng cực hiếm tại Vinhomes Grand Park,2500000000,"2,5 tỷ",31.25,80,,,1.0,6,Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-15,Sa Sa,s,https://www.chotot.com/129404300.htm
"Căn góc 95m2 - Giá 5.23 tỷ - Sổ hồng riêng duokey 3PN3WC, MT Q9",5230000000,"5,23 tỷ",55.05263,95,3.0,1.0,3.0,6,MT Eastmark City,3,3.0,Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,13.64,2025-12-15,Huỳnh Thanh Phong,s,https://www.chotot.com/129683717.htm
BÁN 3ty450 VINHOMES 2PN 2WC NỘI THẤT 67m2 SỔ HỒNG RIÊNG ORIGIMA,3450000000,"3,45 tỷ",51.49254,67,,,2.0,6,The Origami – Vinhomes Grand Park,2,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-15,Tuấn Tú ,s,https://www.chotot.com/129683407.htm
BÁN CĂN PEGASUITE1 - 2PN 2WC ( 92m2) - CHỈ 1 CĂN *** - SĂN NGAY,5200000000,"5,2 tỷ",56.52174,92,,,2.0,5,The Pegasuite,2,2.0,"Phố Tạ Quang Bửu, Phường 6, Quận 8, TP.HCM",Phường 6,Quận 8,Tp Hồ Chí Minh,10.73175,106.64951,7.4,2025-12-15,Trần Sáng,s,https://www.chotot.com/129262602.htm
Bán Căn Hộ Thảo Điền Green 3PN Suất NNN | View Sông Trực Diện,21000000000,21 tỷ,165.35432,127,,,2.0,5,Thảo Điền Green,3,2.0,Nguyễn Văn Hưởng,Phường Thảo Điền (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.80262,106.72771,4.23,2025-12-14,Trang,s,https://www.chotot.com/123242517.htm
BÁN CĂN HỘ 2PN THE 9 STELLARS – VIEW HỒ BƠI TRỰC DIỆN,5800000000,"5,8 tỷ",81.69014,71,,,1.0,5,,2,2.0,Đường Hoàng Hữu Nam,Phường Long Bình (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.881927,106.81815,17.46,2025-12-14,Trang,s,https://www.chotot.com/126986696.htm
Bán Căn Duplex 2 Tầng 4PN The Estella | Full Nội Thất Cao Cấp Như Hình,31000000000,31 tỷ,123.01588,252,,,1.0,5,The Estella,4,4.0,Xa Lộ Hà Nội,Phường An Phú (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.80247,106.74596,5.8,2025-12-14,Trang,s,https://www.chotot.com/123401619.htm
Bán Căn Hộ One Verandah 3PN - Căn Góc Suất NNN | View Sông Sài Gòn,10500000000,"10,5 tỷ",97.22222,108,,,3.0,5,One Verandah Mapletree,3,2.0,Bát Nàn,Phường Thạnh Mỹ Lợi (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.77087,106.77041,7.66,2025-12-14,Trang,s,https://www.chotot.com/125357029.htm
Bán Căn Hộ Sky Garden 3PN - Phú Mỹ Hưng | Full nội thất cao cấp,6200000000,"6,2 tỷ",76.54321,81,,,1.0,5,Sky Garden 3,3,2.0,Phạm Văn Nghị,Phường Tân Phong,Quận 7,Tp Hồ Chí Minh,10.72911,106.70673,5.22,2025-12-14,Trang,s,https://www.chotot.com/126504801.htm
BÁN THẢO ĐIỀN GREEN 3PN FULL NỘI THẤT | VIEW SÔNG - ĐÃ CÓ SỔ HỒNG,29000000000,29 tỷ,221.37404,131,,5.0,1.0,6,Thảo Điền Green,3,2.0,Nguyễn Văn Hưởng,Phường Thảo Điền (Quận 2 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.80262,106.72771,4.23,2025-12-14,Trang,s,https://www.chotot.com/123803330.htm
BÁN PENTHOUSE CAO CẤP AN GIA SKYLINE QUẬN 7 | VIEW SÔNG & HỒ BƠI,15000000000,15 tỷ,60.0,250,,3.0,3.0,6,An Gia Skyline,4,3.0,Hoàng Quốc Việt,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,10.71509,106.74177,8.11,2025-12-14,Trang,s,https://www.chotot.com/126227359.htm
Cần bán căn hộ 2PN 2WC chung cư The Avila 114 An Dương Vương P16 Q8,2070000000,"2,07 tỷ",30.895523,67,3.0,4.0,2.0,2,The Avila,2,2.0,An Dương Vương,Phường 16,Quận 8,Tp Hồ Chí Minh,10.72231,106.61971,10.63,2025-12-14,Trần Tuấn An,s,https://www.chotot.com/129682369.htm
"Căn Hộ 2PN 2WC 69m2 Chung Cư The Avila,F16 Q8",1950000000,"1,95 tỷ",28.26087,69,3.0,4.0,3.0,5,The Avila,2,2.0,An Dương Vương,Phường 16,Quận 8,Tp Hồ Chí Minh,10.72231,106.61971,10.63,2025-12-14,Trần Tuấn An,s,https://www.chotot.com/129420757.htm
"Chính chủ bán sky9 2pn 1wc 2,62ty và 2pn 2wc 3,35ty nhà đẹp",2600000000,"2,6 tỷ",52.0,50,,,2.0,6,Sky 9,2,1.0,Liên Phường,Phường Phú Hữu (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79352,106.80008,11.07,2025-12-14,trần anh phúc,s,https://www.chotot.com/129681867.htm
Bán Căn nhà 2 Bancon Hướng Đông nam; Có 4 Phòng ngủ & 4WC. LH HƯƠNG !,4220000000,"4,22 tỷ",33.76,125,,6.0,,5,Dream Home Palace,4,4.0,Trịnh Quang Nghị,Phường 7,Quận 8,Tp Hồ Chí Minh,10.70677,106.62474,11.27,2025-12-14,Thanh Hương,s,https://www.chotot.com/129582522.htm
🔑 𝐁𝐚́𝐧 𝐆𝐚̂́𝐩 𝐂𝐚̆𝐧 𝐇𝐨̣̂ 𝐋𝐨𝐭𝐮𝐬 𝐆𝐚𝐫𝐝𝐞𝐧 – 𝐆𝐢𝐚́ 𝐌𝐞̂̀𝐦 – 𝐒𝐨̂̉ 𝐇𝐨̂̀𝐧𝐠 𝐒𝐚̆̃𝐧,3300000000,"3,3 tỷ",56.896553,58,3.0,1.0,2.0,6,Lotus Garden,2,2.0,Trịnh Đình Thảo,Phường Hòa Thạnh,Quận Tân Phú,Tp Hồ Chí Minh,10.77479,106.63569,7.07,2025-12-14,Châu Doanh,s,https://www.chotot.com/126226717.htm
căn hộ 1PN JAMONA CITY,3100000000,"3,1 tỷ",56.363636,55,,,,6,Jamona City,1,1.0,Đào Trí,Phường Phú Thuận,Quận 7,Tp Hồ Chí Minh,10.72713,106.74331,7.15,2025-12-14,TA,s,https://www.chotot.com/129681184.htm
"căn hộ 65m2 - 3,28 tỷ - 1PN+1 - MT EASTMARK City - Sổ Hồng Riêng",3280000000,"3,28 tỷ",50.46154,65,,,3.0,6,MT Eastmark City,1,1.0,Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,13.64,2025-12-14,Kim Anh,s,https://www.chotot.com/129680999.htm
"Cần bán gấp giá tốt - Chung cư Gia Phú, Phường BHH, Gần Aeon Tân Phú",2200000000,"2,2 tỷ",36.666668,60,,,,6,,2,1.0,Đường Số 5,Phường Bình Hưng Hòa,Quận Bình Tân,Tp Hồ Chí Minh,10.806146,106.60217,11.25,2025-12-14,Trang Nguyễn,s,https://www.chotot.com/127878045.htm
căn 2pn chung cư citrien đã có sổ hồng giá siêu tốt,3430000000,"3,43 tỷ",50.441177,68,7.0,6.0,1.0,6,Citrine Apartment,2,2.0,Tăng Nhơn Phú,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.83021,106.77421,10.09,2025-12-14,Lê Hoa,s,https://www.chotot.com/129680285.htm
"1 căn *** 3,75ty 2pn chung cư lucky dragon",3750000000,"3,75 tỷ",56.81818,66,7.0,6.0,1.0,6,Lucky Dragon,2,2.0,Đỗ Xuân Hợp,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.81635,106.77439,9.26,2025-12-14,Lê Hoa,s,https://www.chotot.com/129680241.htm
BÁN CĂN HỘ TRUNG TÂM QUẬN BÌNH THẠNH – DIỆN TÍCH 100 m² – TIỆN ÍCH,6200000000,"6,2 tỷ",62.0,100,,3.0,1.0,6,,3,2.0,Đường Phan Chu Trinh,Phường 2,Quận Bình Thạnh,Tp Hồ Chí Minh,10.803685,106.70159,3.12,2025-12-14,A tuấn,s,https://www.chotot.com/129680099.htm
"BÁN CĂN HỘ FULL NỘI THẤT, EHOME 1, DƯƠNG ĐÌNH HỘI, QUẬN 9",2800000000,"2,8 tỷ",46.666668,60,,6.0,2.0,6,EHome 1,2,,Dương Đình Hội,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.82118,106.77915,9.98,2025-12-14,Bùi Hiệu,s,https://www.chotot.com/128819116.htm
"Bán CH Phú Gia ĐÃ CÓ SỔ 50m2 giá 1,8 tỷ (bao hết, bớt lộc) - Tặng NT",1800000000,"1,8 tỷ",36.0,50,,,,1,Orchid Park,1,1.0,Nguyễn Lương Bằng,Xã Phú Xuân,Huyện Nhà Bè,Tp Hồ Chí Minh,10.676,106.7449,12.1,2025-12-14,Lâm,s,https://www.chotot.com/100893755.htm
Giỏ hàng Orchid Park SHR 2PN2WC từ 2.3 tỷ - Full nội thất (bớt lộc),2300000000,"2,3 tỷ",30.666666,75,,,,6,Orchid Park,2,2.0,Nguyễn Lương Bằng,Xã Phú Xuân,Huyện Nhà Bè,Tp Hồ Chí Minh,10.67615,106.74499,12.09,2025-12-14,Lâm,s,https://www.chotot.com/123263984.htm
Q7 BOULEVARD BÁN 2PN 70M2 3.45TỶ BÀN GIAO FULL NT,3450000000,"3,45 tỷ",49.285713,70,,,1.0,4,Q7 Boulevard,2,2.0,Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.70729,106.73198,8.35,2025-12-14,Nguyễn Phương Uyên,s,https://www.chotot.com/127529683.htm
🌈 Bán Chung Cư River Gate Studio 35m2 Bến Vân Đồn Q4,3800000000,"3,8 tỷ",108.57143,35.0,,,1.0,5,,1,1.0,Đường Bến Vân Đồn,Phường 6,Quận 4,Tp Hồ Chí Minh,10.762285,106.698006,1.51,2025-12-14,Mr Trí Nguyễn Nhà Phố Q4,s,https://www.chotot.com/129679572.htm
"🌹Căn hộ Miếu nổi lầu 2, Thang máy 54M2-KHU ẨM THỰC Bình Thạnh giáp Quậ",3350000000,"3,35 tỷ",62.037037,54.0,,,,6,,2,,Đường Vũ Huy Tấn,Phường 3,Quận Bình Thạnh,Tp Hồ Chí Minh,10.795791,106.69175,2.43,2025-12-14,Nguyễn Hoàng,s,https://www.chotot.com/129595042.htm
"65m2 - Giá 3.28 tỷ - 1+1PN1WC view trung tâm Thủ Đức, MT Eastmark Q9",3280000000,"3,28 tỷ",50.46154,65.0,3.0,4.0,3.0,6,MT Eastmark City,1,1.0,Trường Lưu,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,13.64,2025-12-14,Huỳnh Thanh Phong,s,https://www.chotot.com/129678995.htm
"Căn hộ 2PN mặt tiền QL1A, Chỉ 1Tỷ320 trả trước 20% = 264Triệu nhận nhà",1370000000,"1,37 tỷ",28.541666,48.0,,,1.0,6,,2,1.0,Đường Quốc lộ 1,Xã Bình Chánh,Huyện Bình Chánh,Tp Hồ Chí Minh,10.66572,106.57101,18.69,2025-12-14,Ngọc Phượng,s,https://www.chotot.com/129279553.htm
🌟TÀI NHÀ TỐT 🌟CHUNG CƯ LẦU 1 – NƠ TRANG LONG 76M² 2PN CÓ SÂN THƯỢNG,3500000000,"3,5 tỷ",47.2973,74.0,,,,6,,3,2.0,Nơ Trang Long,Phường 1,Quận Bình Thạnh,Tp Hồ Chí Minh,10.798137,106.69766,2.52,2025-12-14,Tài Nguyên Nhà Đẹp,s,https://www.chotot.com/129677944.htm
"Q7 BOULEVARD CẦN BÁN, 2PN2WC 3.5 TỶ",3500000000,"3,5 tỷ",50.0,70.0,,,,5,Q7 Boulevard,2,2.0,Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Tp Hồ Chí Minh,10.70729,106.73198,8.35,2025-12-14,Phòng Kinh Doanh,s,https://www.chotot.com/128703642.htm
Chung cư An Phú Q6 giá 38 triệu m2 dt 102 m2 giá 3ty890 triệu nhà đẹp,3890000000,"3,89 tỷ",38.137257,102.0,1.0,2.0,,6,,3,2.0,Đường Hậu Giang,Phường 11,Quận 6,Tp Hồ Chí Minh,10.746743,106.62975,8.36,2025-12-14,Mây Xanh,s,https://www.chotot.com/128949181.htm
"Cần bán nhanh căn hộ Sky Garden, nhà đẹp, giá tốt",4300000000,"4,3 tỷ",60.56338,71.0,,,2.0,6,Sky Garden 1,2,1.0,Phạm Văn Nghị,Phường Tân Phong,Quận 7,Tp Hồ Chí Minh,10.72911,106.70673,5.22,2025-12-14,nghiem hang,s,https://www.chotot.com/128731717.htm
Căn hộ chung cư Ba Son (Phường Hạnh Thông),2490000000,"2,49 tỷ",39.52381,63.0,4.0,3.0,3.0,2,Chung cư Quân đội XNLH Bason,2,1.0,Phan Văn Trị,Phường 7,Quận Gò Vấp,Tp Hồ Chí Minh,10.82701,106.68865,5.85,2025-12-14,Vũ Đình Thắng,s,https://www.chotot.com/129265348.htm
66M CHỈ NHỈNH 1 TỶ.,1200000000,"1,2 tỷ",18.181818,66.0,,,2.0,5,,2,2.0,Đường Huỳnh Tấn Phát,Xã Phú Xuân,Huyện Nhà Bè,Tp Hồ Chí Minh,10.676515,106.75841,12.71,2025-12-14,NHÀ BÈ LAND,s,https://www.chotot.com/129278693.htm
"CC cần bán Căn hộ Chung cư Trần Quang Diệu, P13, Q.3 chỉ 2,7 tỷ",2700000000,"2,7 tỷ",61.363636,44.0,,,2.0,6,,3,2.0,Đường Trần Quang Diệu,Phường 13,Quận 3,Tp Hồ Chí Minh,10.786042,106.678375,2.67,2025-12-14,Nhi,s,https://www.chotot.com/129677161.htm
ban chung cu nhieu tu phuong 7 quan phu nhuan,3850000000,"3,85 tỷ",64.166664,60.0,,3.0,,6,,2,1.0,Đường Nhiêu Tứ,Phường 7,Quận Phú Nhuận,Tp Hồ Chí Minh,10.799359,106.68861,2.93,2025-12-14,Huệ,s,https://www.chotot.com/129071846.htm
BÁN CĂN HỘ GÓC MIDTOWN - 82M2 - 2 PHÒNG NGỦ -Ô XE HƠI- GIÁ 10 TỶ,10000000000,10 tỷ,121.95122,82.0,7.0,6.0,1.0,5,Midtown Phú Mỹ Hưng,2,2.0,Tân Phú,Phường Tân Phú,Quận 7,Tp Hồ Chí Minh,10.7271,106.72862,6.22,2025-12-14,Hoàng Trúc Loan,s,https://www.chotot.com/129676449.htm
GIỎ HÀNG ORIGAMI - VINHOMES GRAND PARK CHUYỂN NHƯỢNG THÁNG 10/2025,1900000000,"1,9 tỷ",57.575756,33.0,,,1.0,6,The Origami – Vinhomes Grand Park,1,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-14,Tuấn Vinhomes,s,https://www.chotot.com/125754022.htm
Bán căn hộ The manor 3pn 2wc 164m2 giá 16 tỷ,16000000000,16 tỷ,97.560974,164.0,,,,6,The Manor - TP.Hồ Chí Minh,3,2.0,Đường Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,10.78921,106.71094,1.89,2025-12-14,Phạm Hà,s,https://www.chotot.com/127544941.htm
"Căn hộ M-One Nam Sài Gòn 1-3PN bán giá tốt, sổ hồng chính chủ",3500000000,"3,5 tỷ",55.555557,63.0,,,2.0,6,M-One Nam Sài Gòn,2,1.0,Bế Văn Cấm,Phường Tân Kiểng,Quận 7,Tp Hồ Chí Minh,10.74998,106.7097,3.03,2025-12-14,Chungpt,s,https://www.chotot.com/125805666.htm
"Căn Hộ Pegasuite Hạng Sang – Gần Trường Học, Quán ăn... Đã Có Sổ Hồng",4650000000,"4,65 tỷ",62.0,75.0,,,2.0,6,The Pegasuite,2,2.0,Tạ Quang Bửu,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73175,106.64951,7.4,2025-12-14,Nhi Nhi,s,https://www.chotot.com/129656045.htm
🔥 HÀNG ĐỘC QUYỀN – GIÁ TỐT - PHÂN KHU ORIGAMI 🔥,5450000000,"5,45 tỷ",50.462963,108.0,,5.0,,6,The Origami – Vinhomes Grand Park,3,2.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-14,Phạm Yến Vinhomes,s,https://www.chotot.com/129649492.htm
"cần bán căn hộ An Phú 94,5m",3900000000,"3,9 tỷ",41.26984,94.5,,,,6,,3,2.0,Đường Hậu Giang,Phường 11,Quận 6,Tp Hồ Chí Minh,10.746743,106.62975,8.36,2025-12-14,Hằng,s,https://www.chotot.com/129651884.htm
"Bán căn hộ The manor 3pn 2wc 157m2 giá 14,5 tỷ",14500000000,"14,5 tỷ",92.35669,157.0,,,,6,The Manor - TP.Hồ Chí Minh,3,2.0,Đường Nguyễn Hữu Cảnh,Phường 22,Quận Bình Thạnh,Tp Hồ Chí Minh,10.78921,106.71094,1.89,2025-12-14,Phạm Hà,s,https://www.chotot.com/127544915.htm
Chính chủ Bán căn hộ Vinhome Grand Park tòa S2.03,2900000000,"2,9 tỷ",52.727272,55.0,,,2.0,6,Vinhomes Grand Park,2,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-14,Vũ Chính Chủ,s,https://www.chotot.com/129629741.htm
CĂN HOT:  2.880 TỶ  2PN1W– Vinhomes Grand Park - Quận 9 🔥,2880000000,"2,88 tỷ",48.81356,59.0,,8.0,3.0,6,Vinhomes Grand Park,2,1.0,Nguyễn Xiển,Phường Long Thạnh Mỹ (Quận 9 cũ),Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,15.16,2025-12-14,Phạm Yến Vinhomes,s,https://www.chotot.com/129651030.htm
NGAY VINCOM NGUYỄN XÍ - 74m2- 2PN 2WC - 3t490- Đón Tết,3490000000,"3,49 tỷ",47.162163,74.0,,,2.0,6,,2,2.0,Đường Nguyễn Xí,Phường 26,Quận Bình Thạnh,Tp Hồ Chí Minh,10.811762,106.71092,4.18,2025-12-14,Nguyễn Tân,s,https://www.chotot.com/129637353.htm
"Bán Gấp Căn Hộ Giá Tốt –Nhận Nhà Ngay, Sổ Hồng Sẵn! Hàng Hiếm Tại Pega",3800000000,"3,8 tỷ",63.333332,60.0,,,2.0,6,The Pegasuite,2,1.0,Tạ Quang Bửu,Phường 6,Quận 8,Tp Hồ Chí Minh,10.73175,106.64951,7.4,2025-12-14,Nhi Nhi,s,https://www.chotot.com/129656154.htm
CHUNG CƯ NƠ TRANG LONG - 76m2 - 2PN 2WC - FULL NỘI THẤT - BÌNH THẠNH,3500000000,"3,5 tỷ",46.05263,76.0,,,3.0,6,,2,2.0,Đường Nơ Trang Long,Phường 12,Quận Bình Thạnh,Tp Hồ Chí Minh,10.817935,106.698265,4.71,2025-12-14,THUÝ PHAN,s,https://www.chotot.com/129647912.htm
